family,source,row,feature,stratum,n,mean_cos,max_cos,bo_1,bo_2,bo_4,bo_8,bo_16,bo_32,bo_64,n_sae_gated
sae/l42-1b,2026-07-14_nla-av,953,55004,3,4,0.079198,0.097357,0.079198,0.086302,0.097357,,,,,276
sae/l42-1b,2026-07-14_nla-av,954,55005,3,4,0.072537,0.091182,0.072537,0.07844,0.091182,,,,,331
sae/l42-1b,2026-07-14_nla-av,955,55009,3,4,0.144574,0.151151,0.144574,0.147914,0.151151,,,,,281
sae/l42-1b,2026-07-14_nla-av,956,56997,3,4,0.057557,0.072248,0.057557,0.063785,0.072248,,,,,319
sae/l42-1b,2026-07-14_nla-av,957,57530,3,4,0.011463,0.020813,0.011463,0.015032,0.020813,,,,,374
sae/l42-1b,2026-07-14_nla-av,958,58641,3,4,0.164997,0.200137,0.164997,0.186076,0.200137,,,,,412
sae/l42-1b,2026-07-14_nla-av,959,58998,3,4,0.135328,0.152193,0.135328,0.140557,0.152193,,,,,408
sae/l42-1b,2026-07-14_nla-av,960,59482,3,4,0.112286,0.137342,0.112286,0.133289,0.137342,,,,,339
sae/l42-1b,2026-07-14_nla-av,961,59500,3,4,0.173871,0.206309,0.173871,0.192136,0.206309,,,,,264
sae/l42-1b,2026-07-14_nla-av,962,61532,3,4,0.069651,0.089234,0.069651,0.079139,0.089234,,,,,343
sae/l42-1b,2026-07-14_nla-av,963,63883,3,4,0.078891,0.092051,0.078891,0.08505,0.092051,,,,,345
sae/l42-1b,2026-07-14_nla-av,964,64475,3,4,0.040062,0.044523,0.040062,0.044499,0.044523,,,,,400
sae/l42-1b,2026-07-14_nla-av,965,65614,3,4,0.048254,0.053606,0.048254,0.05297,0.053606,,,,,355
sae/l42-1b,2026-07-14_nla-av,966,65629,3,4,0.083563,0.088604,0.083563,0.087293,0.088604,,,,,384
sae/l42-1b,2026-07-14_nla-av,967,65705,3,4,0.11257,0.126008,0.11257,0.121796,0.126008,,,,,339
sae/l42-1b,2026-07-14_nla-av,968,66557,3,4,0.037908,0.053651,0.037908,0.047801,0.053651,,,,,343
sae/l42-1b,2026-07-14_nla-av,969,66908,3,4,0.083374,0.094692,0.083374,0.094203,0.094692,,,,,290
sae/l42-1b,2026-07-14_nla-av,970,68306,3,4,0.09138,0.102286,0.09138,0.094138,0.102286,,,,,343
sae/l42-1b,2026-07-14_nla-av,971,69266,3,4,0.063571,0.074568,0.063571,0.069008,0.074568,,,,,382
sae/l42-1b,2026-07-14_nla-av,972,73011,3,4,0.054422,0.061809,0.054422,0.060555,0.061809,,,,,332
sae/l42-1b,2026-07-14_nla-av,973,73273,3,4,0.067501,0.075684,0.067501,0.071909,0.075684,,,,,383
sae/l42-1b,2026-07-14_nla-av,974,73531,3,4,0.080458,0.082791,0.080458,0.082315,0.082791,,,,,336
sae/l42-1b,2026-07-14_nla-av,975,73659,3,4,0.100388,0.108879,0.100388,0.107695,0.108879,,,,,384
sae/l42-1b,2026-07-14_nla-av,976,74015,3,4,0.107567,0.12027,0.107567,0.112712,0.12027,,,,,352
sae/l42-1b,2026-07-14_nla-av,977,74934,3,4,0.066227,0.073898,0.066227,0.072679,0.073898,,,,,409
sae/l42-1b,2026-07-14_nla-av,978,74947,3,4,0.107482,0.119291,0.107482,0.111019,0.119291,,,,,393
sae/l42-1b,2026-07-14_nla-av,979,77665,3,4,0.025145,0.033153,0.025145,0.026998,0.033153,,,,,248
sae/l42-1b,2026-07-14_nla-av,980,78210,3,4,0.076822,0.080992,0.076822,0.080109,0.080992,,,,,322
sae/l42-1b,2026-07-14_nla-av,981,80172,3,4,0.082415,0.115215,0.082415,0.095439,0.115215,,,,,397
sae/l42-1b,2026-07-14_nla-av,982,80656,3,4,0.044374,0.055057,0.044374,0.049378,0.055057,,,,,337
sae/l42-1b,2026-07-14_nla-av,983,81732,3,4,0.095355,0.110413,0.095355,0.097709,0.110413,,,,,401
sae/l42-1b,2026-07-14_nla-av,984,83176,3,4,0.11453,0.136399,0.11453,0.120072,0.136399,,,,,362
sae/l42-1b,2026-07-14_nla-av,985,84125,3,4,0.076381,0.103554,0.076381,0.087453,0.103554,,,,,380
sae/l42-1b,2026-07-14_nla-av,986,84602,3,4,0.036043,0.051246,0.036043,0.041089,0.051246,,,,,418
sae/l42-1b,2026-07-14_nla-av,987,86953,3,4,0.079397,0.103194,0.079397,0.088932,0.103194,,,,,336
sae/l42-1b,2026-07-14_nla-av,988,87074,3,4,0.17588,0.196715,0.17588,0.183403,0.196715,,,,,365
sae/l42-1b,2026-07-14_nla-av,989,87372,3,4,0.017945,0.027344,0.017945,0.021679,0.027344,,,,,404
sae/l42-1b,2026-07-14_nla-av,990,88156,3,4,0.133537,0.157624,0.133537,0.144086,0.157624,,,,,364
sae/l42-1b,2026-07-14_nla-av,991,89140,3,4,0.066232,0.075516,0.066232,0.073996,0.075516,,,,,336
sae/l42-1b,2026-07-14_nla-av,992,89194,3,4,0.072147,0.080347,0.072147,0.077192,0.080347,,,,,348
sae/l42-1b,2026-07-14_nla-av,993,90931,3,4,0.076553,0.091243,0.076553,0.079286,0.091243,,,,,363
sae/l42-1b,2026-07-14_nla-av,994,92001,3,4,0.134331,0.154412,0.134331,0.144262,0.154412,,,,,365
sae/l42-1b,2026-07-14_nla-av,995,98838,3,4,0.119556,0.14318,0.119556,0.132988,0.14318,,,,,310
sae/l42-1b,2026-07-14_nla-av,996,99073,3,4,0.143828,0.158556,0.143828,0.153854,0.158556,,,,,311
sae/l42-1b,2026-07-14_nla-av,997,99092,3,4,0.032289,0.037504,0.032289,0.036643,0.037504,,,,,289
sae/l42-1b,2026-07-14_nla-av,998,101555,3,4,0.074126,0.099153,0.074126,0.083603,0.099153,,,,,340
sae/l42-1b,2026-07-14_nla-av,999,105158,3,4,0.022488,0.022488,0.022488,0.022488,0.022488,,,,,244
sae/l42-1b,2026-07-14_nla-av,1000,105375,3,4,0.06767,0.102457,0.06767,0.080091,0.102457,,,,,314
sae/l42-1b,2026-07-14_nla-av,1001,105570,3,4,0.074504,0.089628,0.074504,0.081092,0.089628,,,,,385
sae/l42-1b,2026-07-14_nla-av,1002,106234,3,4,0.129485,0.13889,0.129485,0.137926,0.13889,,,,,322
sae/l42-1b,2026-07-14_nla-av,1003,107846,3,4,0.175985,0.199848,0.175985,0.179184,0.199848,,,,,339
sae/l42-1b,2026-07-14_nla-av,1004,108681,3,4,0.105432,0.124791,0.105432,0.121423,0.124791,,,,,437
sae/l42-1b,2026-07-14_nla-av,1005,112687,3,4,0.101912,0.116643,0.101912,0.110228,0.116643,,,,,330
sae/l42-1b,2026-07-14_nla-av,1006,116390,3,4,0.060266,0.070378,0.060266,0.066163,0.070378,,,,,397
sae/l42-1b,2026-07-14_nla-av,1007,120701,3,4,0.017592,0.022783,0.017592,0.021919,0.022783,,,,,275
sae/l42-1b,2026-07-14_nla-av,1008,120797,3,4,0.074854,0.098307,0.074854,0.080258,0.098307,,,,,391
sae/l42-1b,2026-07-14_nla-av,1009,121403,3,4,0.112186,0.12267,0.112186,0.114312,0.12267,,,,,397
sae/l42-1b,2026-07-14_nla-av,1010,122127,3,4,0.101601,0.123901,0.101601,0.115326,0.123901,,,,,362
sae/l42-1b,2026-07-14_nla-av,1011,123000,3,4,0.079136,0.093521,0.079136,0.081502,0.093521,,,,,375
sae/l42-1b,2026-07-14_nla-av,1012,123535,3,4,0.07783,0.08688,0.07783,0.082918,0.08688,,,,,414
sae/l42-1b,2026-07-14_nla-av,1013,124235,3,4,0.033856,0.069873,0.033856,0.048518,0.069873,,,,,342
sae/l42-1b,2026-07-14_nla-av,1014,124985,3,4,0.127898,0.145126,0.127898,0.137558,0.145126,,,,,324
sae/l42-1b,2026-07-14_nla-av,1015,126163,3,4,0.039411,0.048557,0.039411,0.047784,0.048557,,,,,293
sae/l42-1b,2026-07-14_nla-av,1016,127208,3,4,0.11149,0.136818,0.11149,0.126936,0.136818,,,,,297
sae/l42-1b,2026-07-14_nla-av,1017,128165,3,4,0.033272,0.073464,0.033272,0.050311,0.073464,,,,,208
sae/l42-1b,2026-07-14_nla-av,1018,128225,3,4,0.166969,0.175361,0.166969,0.17423,0.175361,,,,,344
sae/l42-1b,2026-07-14_nla-av,1019,128909,3,4,0.064615,0.06984,0.064615,0.067466,0.06984,,,,,419
sae/l42-1b,2026-07-14_nla-av,1020,129161,3,4,0.065962,0.077363,0.065962,0.070757,0.077363,,,,,358
sae/l42-1b,2026-07-14_nla-av,1021,129438,3,4,0.125818,0.151191,0.125818,0.148315,0.151191,,,,,382
sae/l42-1b,2026-07-14_nla-av,1022,129664,3,4,0.014715,0.017857,0.014715,0.015712,0.017857,,,,,322
sae/l42-1b,2026-07-14_nla-av,1023,129909,3,4,0.040031,0.04867,0.040031,0.047265,0.04867,,,,,364
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,512,341,0,64,0.01003,0.019303,0.01003,0.011951,0.013894,0.015676,0.01673,0.018353,0.019303,5500
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,513,845,0,64,0.055382,0.079104,0.055382,0.060686,0.065299,0.06916,0.073944,0.075401,0.079104,5979
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,514,1437,0,64,0.060154,0.092222,0.060154,0.068671,0.077445,0.084413,0.087285,0.087791,0.092222,4819
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,515,3473,0,64,0.023666,0.035662,0.023666,0.026721,0.029859,0.031921,0.033738,0.034172,0.035662,5610
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,516,5439,0,64,0.201994,0.33735,0.201994,0.261854,0.294589,0.308255,0.317194,0.32696,0.33735,6108
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,517,5578,0,64,0.040863,0.110071,0.040863,0.049139,0.056811,0.063853,0.074918,0.08861,0.110071,5649
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,518,5585,0,64,0.021208,0.094129,0.021208,0.031748,0.04285,0.056244,0.074424,0.077875,0.094129,5875
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,519,8764,0,64,0.028484,0.037775,0.028484,0.031098,0.033268,0.034745,0.035743,0.0372,0.037775,6669
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,520,9891,0,64,0.038864,0.057891,0.038864,0.043032,0.046344,0.048504,0.050567,0.055,0.057891,6145
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,521,10537,0,64,0.143802,0.204508,0.143802,0.160457,0.176631,0.195669,0.200515,0.202021,0.204508,4741
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,522,10941,0,64,0.014618,0.029254,0.014618,0.017615,0.020259,0.023703,0.025452,0.027906,0.029254,4958
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,523,12103,0,64,0.013121,0.028003,0.013121,0.016129,0.018532,0.021278,0.022429,0.024765,0.028003,5838
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,524,12788,0,64,0.020651,0.030211,0.020651,0.022922,0.024884,0.026629,0.027654,0.029163,0.030211,5235
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,525,14756,0,64,0.212334,0.23826,0.212334,0.217725,0.222506,0.227058,0.229369,0.233943,0.23826,6208
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,526,17587,0,64,0.011026,0.030798,0.011026,0.014949,0.019637,0.023267,0.026275,0.027924,0.030798,6646
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,527,17957,0,64,0.245185,0.312732,0.245185,0.262555,0.274885,0.287904,0.298033,0.302371,0.312732,4009
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,528,22675,0,64,0.231844,0.26834,0.231844,0.241761,0.250057,0.258621,0.263987,0.268164,0.26834,5512
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,529,23109,0,64,0.026171,0.044001,0.026171,0.030187,0.033647,0.035393,0.038418,0.043174,0.044001,5533
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,530,24800,0,64,0.021175,0.033945,0.021175,0.024225,0.026274,0.028581,0.029956,0.032195,0.033945,5563
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,531,25282,0,64,0.018995,0.031235,0.018995,0.021803,0.024337,0.026697,0.028958,0.029946,0.031235,6489
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,532,25418,0,64,0.102942,0.169229,0.102942,0.122929,0.136948,0.143832,0.151493,0.162191,0.169229,5904
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,533,28235,0,64,0.025618,0.043459,0.025618,0.028408,0.031181,0.034323,0.038683,0.038993,0.043459,6375
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,534,30036,0,64,0.060333,0.083752,0.060333,0.068512,0.073343,0.077705,0.080455,0.083297,0.083752,5607
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,535,31587,0,64,0.159232,0.204364,0.159232,0.171927,0.187267,0.198147,0.203739,0.204032,0.204364,6143
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,536,31805,0,64,0.106575,0.139035,0.106575,0.116944,0.121603,0.124793,0.129928,0.13305,0.139035,5959
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,537,32611,0,64,0.025943,0.038778,0.025943,0.029212,0.032239,0.034494,0.035944,0.038087,0.038778,6297
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,538,32728,0,64,0.006574,0.026912,0.006574,0.009537,0.01267,0.017423,0.019961,0.024337,0.026912,5516
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,539,32970,0,64,0.020953,0.12757,0.020953,0.028093,0.039071,0.050396,0.069659,0.076969,0.12757,5976
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,540,33178,0,64,0.021202,0.032408,0.021202,0.023872,0.026595,0.028873,0.029822,0.031826,0.032408,5561
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,541,35073,0,64,0.201468,0.262523,0.201468,0.214053,0.226454,0.23434,0.247019,0.260932,0.262523,7334
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,542,35165,0,64,0.03027,0.059152,0.03027,0.03347,0.037743,0.040556,0.045152,0.049321,0.059152,5992
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,543,36006,0,64,0.022242,0.040406,0.022242,0.024668,0.028451,0.030859,0.033825,0.03897,0.040406,5667
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,544,36879,0,64,0.179215,0.204447,0.179215,0.185911,0.190612,0.194962,0.197388,0.201929,0.204447,4172
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,545,37177,0,64,0.033651,0.150229,0.033651,0.052937,0.086955,0.111843,0.128031,0.143065,0.150229,5816
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,546,38187,0,64,0.042026,0.060038,0.042026,0.046586,0.050716,0.053649,0.055075,0.057067,0.060038,5537
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,547,40353,0,64,0.031589,0.071689,0.031589,0.036125,0.039518,0.044733,0.049462,0.056951,0.071689,5381
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,548,40533,0,64,0.009091,0.031302,0.009091,0.012202,0.015183,0.01803,0.021779,0.025955,0.031302,6191
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,549,41249,0,64,0.210017,0.251974,0.210017,0.218063,0.22536,0.230256,0.232827,0.241424,0.251974,6638
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,550,41328,0,64,0.041821,0.055324,0.041821,0.044482,0.04642,0.047828,0.050295,0.053223,0.055324,5777
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,551,42274,0,64,0.063625,0.103454,0.063625,0.072755,0.078133,0.085821,0.092533,0.097273,0.103454,5681
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,552,46526,0,64,0.24503,0.314574,0.24503,0.274212,0.290552,0.304287,0.308798,0.312719,0.314574,6665
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,553,48930,0,64,0.01864,0.032772,0.01864,0.022409,0.026238,0.028609,0.03058,0.032337,0.032772,6415
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,554,49460,0,64,-0.000973,0.009456,-0.000973,0.001495,0.004008,0.005439,0.006497,0.007149,0.009456,5808
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,555,51211,0,64,0.002382,0.01025,0.002382,0.004176,0.005599,0.006698,0.007496,0.008833,0.01025,5345
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,556,51412,0,64,0.01727,0.028266,0.01727,0.019956,0.021638,0.023515,0.024034,0.026301,0.028266,5597
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,557,52114,0,64,0.02468,0.033174,0.02468,0.027353,0.029309,0.030511,0.031645,0.032435,0.033174,5701
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,558,53169,0,64,0.015408,0.027373,0.015408,0.018514,0.021044,0.02342,0.025343,0.025789,0.027373,5945
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,559,53478,0,64,0.088876,0.107446,0.088876,0.096045,0.100917,0.104627,0.105643,0.106447,0.107446,5603
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,560,55286,0,64,0.012126,0.023809,0.012126,0.015174,0.017214,0.018731,0.019855,0.021456,0.023809,5966
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,561,57091,0,64,0.077375,0.129133,0.077375,0.086081,0.094256,0.102132,0.111623,0.124515,0.129133,5280
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,562,58299,0,64,0.138312,0.16368,0.138312,0.141722,0.144675,0.150645,0.155461,0.158376,0.16368,6909
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,563,58746,0,64,0.198143,0.241476,0.198143,0.210526,0.222028,0.228684,0.238462,0.238924,0.241476,6186
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,564,59176,0,64,0.011774,0.021838,0.011774,0.0147,0.016338,0.017927,0.020115,0.021402,0.021838,6277
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,565,59240,0,64,0.006796,0.016996,0.006796,0.009379,0.012545,0.014205,0.015549,0.016611,0.016996,5543
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,566,60430,0,64,0.033125,0.095364,0.033125,0.040263,0.050066,0.062621,0.071557,0.083031,0.095364,5669
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,567,60809,0,64,0.147994,0.186612,0.147994,0.153699,0.159922,0.163957,0.170021,0.17852,0.186612,4935
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,568,60912,0,64,0.036922,0.058337,0.036922,0.041888,0.04622,0.049391,0.051594,0.054851,0.058337,6334
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,569,60937,0,64,0.073928,0.101146,0.073928,0.078774,0.081296,0.08451,0.089448,0.093973,0.101146,7052
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,570,61860,0,64,0.026691,0.04404,0.026691,0.030493,0.033062,0.037207,0.039137,0.041093,0.04404,6124
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,571,61994,0,64,0.019565,0.035426,0.019565,0.022499,0.024755,0.027741,0.029407,0.032857,0.035426,5706
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,572,62139,0,64,0.173324,0.203923,0.173324,0.179245,0.185369,0.190248,0.195237,0.198656,0.203923,5352
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,573,62219,0,64,0.052792,0.174756,0.052792,0.062667,0.0771,0.099427,0.128971,0.141135,0.174756,5755
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,574,65738,0,64,0.017636,0.030698,0.017636,0.020226,0.022693,0.024683,0.026254,0.029268,0.030698,6438
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,575,68028,0,64,0.157754,0.206235,0.157754,0.168021,0.179079,0.185469,0.188259,0.194823,0.206235,5393
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,576,68048,0,64,0.080196,0.115628,0.080196,0.088681,0.094529,0.101202,0.106384,0.109279,0.115628,5956
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,577,68739,0,64,0.064918,0.218234,0.064918,0.089475,0.127353,0.18182,0.204769,0.210525,0.218234,5483
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,578,69462,0,64,0.025534,0.041725,0.025534,0.030071,0.034175,0.036693,0.038953,0.041197,0.041725,5303
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,579,70291,0,64,0.037686,0.078217,0.037686,0.044455,0.049047,0.054482,0.059586,0.06775,0.078217,5555
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,580,70676,0,64,0.022591,0.050263,0.022591,0.028894,0.034374,0.039418,0.042474,0.045335,0.050263,5595
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,581,70703,0,64,0.01866,0.084013,0.01866,0.022611,0.027396,0.032814,0.040597,0.057694,0.084013,5514
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,582,72501,0,64,0.038186,0.051219,0.038186,0.041926,0.044603,0.047872,0.049132,0.050166,0.051219,6639
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,583,72747,0,64,0.038565,0.066063,0.038565,0.042237,0.045585,0.048302,0.052276,0.057575,0.066063,6221
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,584,73341,0,64,0.057678,0.113137,0.057678,0.068838,0.077783,0.09093,0.096682,0.111594,0.113137,5111
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,585,74000,0,64,0.098932,0.155151,0.098932,0.113107,0.135981,0.145139,0.151451,0.152624,0.155151,5472
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,586,76960,0,64,0.094895,0.111943,0.094895,0.098906,0.10125,0.103856,0.106976,0.110477,0.111943,7353
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,587,77047,0,64,0.150508,0.171813,0.150508,0.157474,0.162173,0.16525,0.168075,0.170815,0.171813,6021
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,588,77072,0,64,0.048152,0.139664,0.048152,0.058119,0.066864,0.077547,0.09419,0.106674,0.139664,5585
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,589,77287,0,64,0.0209,0.029956,0.0209,0.023416,0.02554,0.027531,0.028613,0.029819,0.029956,4233
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,590,77321,0,64,0.081592,0.098166,0.081592,0.086355,0.090926,0.09373,0.096546,0.09757,0.098166,7123
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,591,78133,0,64,0.161363,0.211748,0.161363,0.173391,0.182501,0.19572,0.204412,0.210242,0.211748,5494
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,592,79678,0,64,0.075616,0.159055,0.075616,0.095886,0.114764,0.129257,0.139333,0.147841,0.159055,5790
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,593,80343,0,64,0.148507,0.223283,0.148507,0.160084,0.168709,0.178985,0.19213,0.213811,0.223283,5787
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,594,81030,0,64,0.053635,0.1397,0.053635,0.067352,0.081071,0.097139,0.114011,0.119245,0.1397,7036
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,595,81655,0,64,0.081101,0.119226,0.081101,0.096651,0.105267,0.110356,0.114007,0.115426,0.119226,5840
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,596,81917,0,64,0.012774,0.034559,0.012774,0.018178,0.022132,0.024763,0.027167,0.030074,0.034559,6358
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,597,82227,0,64,0.070568,0.13788,0.070568,0.086999,0.1058,0.116083,0.12938,0.135122,0.13788,5562
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,598,82549,0,64,0.016917,0.032514,0.016917,0.020796,0.023234,0.026077,0.029779,0.030617,0.032514,5742
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,599,82726,0,64,0.259792,0.317811,0.259792,0.274929,0.287818,0.300978,0.309135,0.310835,0.317811,5357
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,600,83581,0,64,0.192815,0.226614,0.192815,0.201417,0.208731,0.212958,0.218286,0.224218,0.226614,4694
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,601,85578,0,64,0.014796,0.031167,0.014796,0.018206,0.020851,0.023796,0.025801,0.030066,0.031167,6313
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,602,86271,0,64,0.18079,0.215116,0.18079,0.191892,0.199565,0.207761,0.209983,0.214724,0.215116,6089
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,603,88292,0,64,0.077901,0.122808,0.077901,0.085246,0.091482,0.097758,0.104293,0.109608,0.122808,6287
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,604,88470,0,64,0.01882,0.027306,0.01882,0.021078,0.022913,0.024479,0.025238,0.026502,0.027306,5525
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,605,90068,0,64,0.022081,0.037661,0.022081,0.024798,0.027205,0.029086,0.031771,0.03353,0.037661,5864
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,606,90903,0,64,0.03645,0.099142,0.03645,0.041648,0.047156,0.054113,0.065679,0.074955,0.099142,5888
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,607,92498,0,64,0.02911,0.048605,0.02911,0.03557,0.039099,0.043551,0.046067,0.048136,0.048605,6351
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,608,98321,0,64,0.063758,0.206468,0.063758,0.086056,0.114251,0.147198,0.184394,0.206092,0.206468,5758
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,609,99350,0,64,0.013855,0.030857,0.013855,0.017288,0.019846,0.021888,0.02447,0.026838,0.030857,6236
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,610,101569,0,64,0.010088,0.021369,0.010088,0.012346,0.014132,0.016155,0.018281,0.020929,0.021369,5564
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,611,103850,0,64,0.021581,0.03354,0.021581,0.024199,0.02596,0.027241,0.029151,0.031711,0.03354,5687
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,612,106213,0,64,0.108822,0.281726,0.108822,0.152179,0.204097,0.237371,0.246552,0.260359,0.281726,6692
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,613,106355,0,64,0.016186,0.046711,0.016186,0.021329,0.025643,0.030313,0.032865,0.036608,0.046711,6161
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,614,106916,0,64,0.062609,0.239047,0.062609,0.105428,0.132003,0.183148,0.211402,0.221077,0.239047,6129
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,615,108653,0,64,0.245555,0.274222,0.245555,0.252904,0.257198,0.262485,0.267905,0.271025,0.274222,5975
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,616,109995,0,64,0.01672,0.027787,0.01672,0.01878,0.021147,0.023031,0.025088,0.02608,0.027787,6237
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,617,110370,0,64,0.167845,0.175725,0.167845,0.170303,0.170722,0.171409,0.172599,0.174557,0.175725,6269
